Gene	WT_20nM/5uM	pdxBJ_20nM/5uM	pdxBJ/WT_20nM
b2215	0.180532993	-0.433848486	-1.481278919
b0886	0.109350096	-0.094956805	-0.148480888
b0887	0.302591686	0.366069397	0.436655602
b1917	0.140640733	0.415933932	0.722734874
b1918	0.115485649	0.46000398	0.598625526
b1920	-0.12402822	-0.116020519	1.379612892
b1919	0.197678436	0.130631431	0.179041716
b3008	0.131382178	-0.000313654	0.019180506
b3708	0.592650115	-0.685636209	-1.635822953
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3943	0.008243607	0.115585792	0.152118929
b2414	-0.178849957	0.382023866	1.572438699
b2421	-0.011352152	0.693408158	2.479998254
b1680	-0.402677704	0.508276807	0.249488809
b2810	0.310246449	-0.019084948	-0.081583451
b0928	0.419194767	-0.512905178	-0.135210621
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1622	0.247451914	-0.183011197	-0.572327417
b3008	0.131382178	-0.000313654	0.019180506
b1533	-0.085295966	-0.148269769	0.668422818
b2578	-0.126015615	0.43364473	0.495338119
b0978	-0.087656399	0.223860546	-0.211301054
b0979	0.029588734	0.029984753	-0.385266993
b0733	0.517897911	-0.076324931	-0.606296469
b0734	0.336885583	-0.441308359	-0.779158351
b0978	-0.087656399	0.223860546	-0.211301054
b0979	0.029588734	0.029984753	-0.385266993
b4515	0.176266875	-0.765330705	-1.079494101
b0429	0.189517089	-0.389367942	-0.228918341
b0430	0.199824885	-0.826679629	-0.497359917
b0431	0.364417989	-1.31409884	-1.178453228
b0432	0.595700868	-1.58041794	-1.522244717
b2143	0.121674668	-0.292529896	-0.462291175
b0030	0.199519686	-0.367608182	-1.118270635
b0651	0.349013929	-0.395563386	-0.880876563
b2162	-1.137193902	-0.051560754	0.326202451
b2066	0.549024878	0.171974119	-0.465818749
b2066	0.549024878	0.171974119	-0.465818749
b2393	0.529450094	-0.56393921	-0.773109513
b2964	0.025561925	-1.549889762	-2.253176812
b2406	-0.513452515	0.334296347	0.436508097
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0910	0.36405469	-0.078017218	-0.284884432
b0910	0.36405469	-0.078017218	-0.284884432
b2975	-0.373629336	0.653381081	0.887032537
b3603	-0.037892001	-1.376241628	-0.853454718
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1189	0.284510674	-0.856067168	-0.556025515
b1623	0.501724669	0.418627822	-0.270259382
b0474	0.57512365	-0.460591865	-0.435302249
b2393	0.529450094	-0.56393921	-0.773109513
b2964	0.025561925	-1.549889762	-2.253176812
b0411	0.335973842	-0.63203516	-0.914737942
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4042	0.498225008	-0.058234637	0.19746495
b4208	0.337868892	-0.65375955	-0.976730728
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2871	-0.805451412	0.012907984	0.511219042
b2838	0.120281653	-1.691548573	-1.805675521
b3809	0.189792297	-0.100493889	-0.036648041
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b0175	0.326770366	0.104165822	0.047510238
b3041	0.33956744	-0.021460313	-0.295986791
b0778	-0.334112493	1.39732848	2.396739539
b1733	0.000845854	0.112466255	-0.035023359
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2065	0.359689805	-0.009993343	-0.394410414
b2143	0.121674668	-0.292529896	-0.462291175
b2393	0.529450094	-0.56393921	-0.773109513
b2964	0.025561925	-1.549889762	-2.253176812
b0411	0.335973842	-0.63203516	-0.914737942
b2344	0.636373079	-2.319411356	-2.469906671
b3693	0.135791144	0.368769587	-0.160955063
b3909	-0.490242104	-0.622552779	-0.274031324
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3526	0.430816759	-0.355034189	-0.399044565
b0754	0.553311759	0.103494893	0.107074554
b1704	0.458581968	-0.058068386	0.427822241
b2601	-0.375647968	-1.71509337	-1.382437531
b4477	-0.738288315	0.381128577	0.199334866
b3648	0.288466545	0.438861762	-0.257916192
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2964	0.025561925	-1.549889762	-2.253176812
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1025	-0.036711914	0.632576993	1.119247667
b1341	0.206371039	-0.127144617	-0.698274907
b1490	-0.380631292	0.54864645	1.242540774
b1535	0.273680991	0.291797946	0.291792285
b1794	0.284300776	0.611845279	0.174103325
b1393	-1.792951381	0.577775241	1.814471148
b3771	0.545734848	0.815627773	1.495699653
b3771	0.545734848	0.815627773	1.495699653
b1198	0.162532486	0.576565794	-0.121045714
b1199	0.219169198	0.437123878	-0.370908264
b1200	0.460637024	0.33560822	-0.511638115
b2415	0.275929316	0.065712667	-0.266131736
b2416	0.241073785	-0.10224412	-0.713379671
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0596	-0.096597087	-1.183133767	-0.989568176
b0594	0.135960615	-1.458507765	-1.296860363
b0588	0.282994744	-0.231555689	-0.512696357
b0589	0.18972367	0.132500617	-0.394609611
b0590	0.085451034	0.286872602	-0.197123285
b0592	0.487274766	0.312686983	-0.123723076
b2541	0.001114359	0.160881714	0.779759067
b0348	-1.934665131	0.099516081	0.782617269
b1449	-0.071898195	0.090733199	0.043677727
b0031	0.399886191	-0.792006277	-1.042696761
b2478	0.372545318	-0.024050694	-0.000867645
b0048	0.425238407	-0.504475478	-0.244826801
b1606	0.343723423	0.248261983	0.468787825
b2315	-0.017809596	-0.276689319	-0.74499656
b1606	0.343723423	0.248261983	0.468787825
b3930	0.251428603	-0.128554262	-0.156761994
b2262	0.504651834	-0.381214994	-0.836799936
b1686	-0.003638061	-0.741200553	-0.524270748
b3058	0.187072795	-0.113578347	-0.257113752
b3058	0.187072795	-0.113578347	-0.257113752
b0945	0.608938925	-1.017389564	-1.113384074
b0945	0.608938925	-1.017389564	-1.113384074
b1062	0.289569193	-0.687034969	-0.236382889
b2541	0.001114359	0.160881714	0.779759067
b0414	0.287020757	0.085801282	-0.878998717
b3177	0.129714321	-0.405692137	-0.736314904
b3875	-3.250349778	-0.618205315	0.843690199
b3877	-1.585156828	0.39897158	1.013984802
b0578	0.251332269	-0.653351552	-0.442197281
b0578	0.251332269	-0.653351552	-0.442197281
b2303	0.17388585	-0.020008643	-0.294501085
b3389	0.381207249	-0.204462455	-0.550734206
b1693	0.402845995	0.178702697	1.0912799
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2964	0.025561925	-1.549889762	-2.253176812
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0207	0.12474482	0.135213938	0.015614437
b3012	0.215106844	-0.750511978	-2.154256206
b3553	0.528145387	-0.168463355	-0.022835121
b3553	0.528145387	-0.168463355	-0.022835121
b0421	0.355506867	0.085993937	-0.088074901
b0029	0.389689471	0.116955213	0.374258601
b2232	0.398288845	0.307645333	-0.284551297
b0894	0.528888094	0.022650221	-1.761096287
b0895	0.76850387	-0.259031104	-2.054524703
b0896	0.629512266	-0.306303341	-1.919864093
b1587	0.536818098	-0.097224576	-1.025209422
b1588	0.680238861	-0.44029664	-1.4109889
b1589	0.315774151	-0.967212711	-1.529912243
b1590	0.100963793	-0.379550757	-0.747822053
b1872	-0.512229371	-0.159850807	0.743060192
b1873	-1.010880369	-0.082249625	1.016135377
b0894	0.528888094	0.022650221	-1.761096287
b0895	0.76850387	-0.259031104	-2.054524703
b0896	0.629512266	-0.306303341	-1.919864093
b1872	-0.512229371	-0.159850807	0.743060192
b1873	-1.010880369	-0.082249625	1.016135377
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0099	0.038237253	-0.384729454	-0.211635442
b1865	0.247011289	-0.055174441	-0.572423189
b3575	-0.825669134	0.043536315	-0.287489703
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0462	0.133611273	-0.088681461	0.07019348
b0463	0.389083089	-0.099050424	0.157481782
b2470	-0.011826207	0.042361911	0.022771734
b3035	0.541090416	0.067552643	-0.585637391
b0103	0.217086834	0.416511314	0.220182052
b0425	0.211658634	-0.311624813	-0.751452342
b3774	0.320194694	0.032354214	0.491061516
b4381	0.141245748	-0.761218701	-1.27147138
b1185	0.498568713	-0.565968872	-0.098589708
b3860	0.332507278	-0.525912423	-0.15125735
b1185	0.498568713	-0.565968872	-0.098589708
b3860	0.332507278	-0.525912423	-0.15125735
b2893	0.288173454	0.223946175	0.211612616
b2582	0.113678751	-1.021554325	-1.205539822
b3781	0.347746695	-0.131546827	-0.102913422
b4136	0.198473383	0.085878553	-0.458779181
b0604	0.088333043	0.189487619	0.370327138
b1539	0.374968552	-0.326344541	-0.614848396
b4208	0.337868892	-0.65375955	-0.976730728
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4122	0.666886904	-1.076668963	-2.084278332
b1098	0.247954875	0.232249007	0.438145625
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2146	0.548300337	-1.254071412	-1.546407267
b2147	0.034640773	0.073708218	0.274333462
b1238	0.218065117	-0.107058962	0.168868853
b4382	0.160557839	0.236055969	-0.275683498
b4384	0.176690521	-0.431539474	-0.916480036
b2393	0.529450094	-0.56393921	-0.773109513
b2964	0.025561925	-1.549889762	-2.253176812
b0411	0.335973842	-0.63203516	-0.914737942
b2251	0.267910176	-0.356645539	-0.001324885
b3640	0.377591905	-0.300220908	-0.663084141
b0173	0.099945948	0.330856024	0.059824399
b0420	0.340749218	0.068047931	-0.20623864
b3564	-0.383130184	-0.112252318	0.243514407
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0269	-0.372711594	0.177214421	-0.547450453
b4297	-0.197636618	0.240169374	0.539901848
b1779	0.417132891	-0.612727545	-1.302686723
b2927	0.180779254	0.696646375	-0.119081809
b0822	0.392701416	-0.264416761	-0.394658973
b1727	0.243449883	-0.131475042	-0.079768486
b2293	0.340099806	0.104337725	0.600181041
b2690	0.373663312	-0.002803985	-0.429725145
b3826	0.346148398	0.375524245	0.008030165
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b1288	0.523715455	-0.243062734	-0.728836206
b0054	0.363288825	-0.051777102	-0.269482443
b0641	0.107044349	-0.046373037	-0.134395909
b3199	0.192492278	0.283436952	0.128843753
b3200	0.277832573	-0.087066177	-0.125671511
b3201	0.31708722	-0.153016329	-0.195797867
b4261	0.186827508	0.271625516	-0.096252091
b4262	0.206756435	0.249321099	-0.282057528
b3622	-0.08469095	-0.340879393	-0.633859076
b3785	0.284642021	-0.267358193	-0.61797399
b3793	0.073976121	0.155523434	0.044296063
b3785	0.284642021	-0.267358193	-0.61797399
b3793	0.073976121	0.155523434	0.044296063
b3785	0.284642021	-0.267358193	-0.61797399
b3793	0.073976121	0.155523434	0.044296063
b3792	-0.014264159	0.020975757	-0.053088573
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b1850	0.425108953	-0.045628526	-0.460832405
b1851	0.443371739	0.126564165	-0.657236433
b1054	0.211221836	0.196656909	-0.553141529
b1855	-0.097621966	0.576914971	0.41911026
b1855	-0.097621966	0.576914971	0.41911026
b1288	0.523715455	-0.243062734	-0.728836206
b0054	0.363288825	-0.051777102	-0.269482443
b0641	0.107044349	-0.046373037	-0.134395909
b3199	0.192492278	0.283436952	0.128843753
b3200	0.277832573	-0.087066177	-0.125671511
b3201	0.31708722	-0.153016329	-0.195797867
b4261	0.186827508	0.271625516	-0.096252091
b4262	0.206756435	0.249321099	-0.282057528
b2779	0.273345084	-0.192911549	-0.863121686
b0583	-0.262978277	-1.058678126	-0.42005878
b0585	-0.03393915	-0.142021519	-0.164266324
b1288	0.523715455	-0.243062734	-0.728836206
b2440	-0.07157039	0.063348798	-0.189137053
b2441	-0.085350838	0.706912844	0.533040941
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0933	-0.344292423	-0.55285881	-0.176735167
b0934	-1.041319204	-0.25455846	0.788180773
b0936	-1.750272558	-0.290438236	0.874840887
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0822	0.392701416	-0.264416761	-0.394658973
b2293	0.340099806	0.104337725	0.600181041
b2690	0.373663312	-0.002803985	-0.429725145
b3697	0.407715555	-0.010926339	-0.258330721
b0825	0.273899401	-0.213134003	0.15073508
b3946	0.098365089	-0.304410615	-0.606446287
b0822	0.392701416	-0.264416761	-0.394658973
b2293	0.340099806	0.104337725	0.600181041
b2690	0.373663312	-0.002803985	-0.429725145
b3697	0.407715555	-0.010926339	-0.258330721
b3826	0.346148398	0.375524245	0.008030165
b3666	-0.687370537	-2.262288843	0.718399826
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0404	0.104851365	0.216007924	0.428919942
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b0452	0.595348334	-0.400793711	-0.652534298
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b1701	-0.560417982	0.455282887	0.904345319
b1805	0.145537283	-0.812454694	-1.13437948
b3844	0.123613653	0.00868441	-0.313835174
b2763	-1.010985061	0.540785694	3.527076269
b2764	-0.714163647	0.158109509	2.495524522
b1985	-0.424169247	0.893728595	1.152934241
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0356	0.262368489	-0.163486857	-0.133074885
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2097	0.312670309	0.746552366	0.739241549
b2925	0.19593978	-0.697180679	-1.281008834
b2925	0.19593978	-0.697180679	-1.281008834
b2930	-1.142843539	0.186096828	1.177729113
b3697	0.407715555	-0.010926339	-0.258330721
b3925	0.703464123	-0.772820461	-1.056097663
b4232	0.545033621	-0.760331062	-0.814928852
b2802	0.181664234	0.173666231	-0.68163996
b2803	-0.046942074	0.03583749	0.275001029
b2738	-0.459261564	-0.01232703	0.754255981
b2800	0.003693315	-0.756588869	-0.685158524
b0475	-0.009669097	0.142775787	0.24382735
b1019	-0.099572008	-1.00865412	-0.120244694
b2431	0.527817226	0.013851453	-0.861821891
b1474	0.106585784	-0.027360073	-0.151572951
b1475	-0.379391789	-0.240036235	-0.079097247
b1476	-0.01922582	0.031685678	0.292067775
b3892	0.079704598	-0.030417059	-0.058786919
b3893	-0.06186648	-0.625287757	-0.566120307
b3894	0.254547958	-0.912213912	-1.199766294
b1474	0.106585784	-0.027360073	-0.151572951
b1475	-0.379391789	-0.240036235	-0.079097247
b1476	-0.01922582	0.031685678	0.292067775
b3892	0.079704598	-0.030417059	-0.058786919
b3893	-0.06186648	-0.625287757	-0.566120307
b3894	0.254547958	-0.912213912	-1.199766294
b0935	-0.729886504	-0.477199181	0.33834986
b0935	-0.729886504	-0.477199181	0.33834986
b0935	-0.729886504	-0.477199181	0.33834986
b0935	-0.729886504	-0.477199181	0.33834986
b0935	-0.729886504	-0.477199181	0.33834986
b3409	0.392509552	0.144043059	-1.431579616
b2392	-0.500934198	-0.386500805	-0.66951061
b3915	0.135505665	0.475617453	0.07666491
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3040	0.234847841	-0.257061647	0.288312565
b4287	-0.017114454	-0.720699563	-1.195443912
b4288	0.031155194	-0.549556787	-1.295438484
b4289	-0.043568697	-0.747392067	-1.475634058
b4290	-0.116438379	-0.713356474	-1.413533546
b3070	0.308846764	-0.936918482	-0.959088997
b1252	0.182673846	0.515640987	-0.213495868
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b4291	0.028349263	-0.172916244	-1.084587775
b3070	0.308846764	-0.936918482	-0.959088997
b0805	0.257382985	-1.687199773	-0.574463888
b1252	0.182673846	0.515640987	-0.213495868
b2155	-0.128086024	-0.903291957	-0.62391205
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b0151	0.344107743	0.288741731	-0.712071984
b0152	0.218822871	0.21030778	-0.394271804
b0153	0.135068649	-0.280180925	-0.963751918
b0150	0.243818018	0.283140589	-0.929092876
b1252	0.182673846	0.515640987	-0.213495868
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b3844	0.123613653	0.00868441	-0.313835174
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0151	0.344107743	0.288741731	-0.712071984
b0152	0.218822871	0.21030778	-0.394271804
b0153	0.135068649	-0.280180925	-0.963751918
b0150	0.243818018	0.283140589	-0.929092876
b1252	0.182673846	0.515640987	-0.213495868
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b0588	0.282994744	-0.231555689	-0.512696357
b0589	0.18972367	0.132500617	-0.394609611
b0590	0.085451034	0.286872602	-0.197123285
b0592	0.487274766	0.312686983	-0.123723076
b0585	-0.03393915	-0.142021519	-0.164266324
b3070	0.308846764	-0.936918482	-0.959088997
b3035	0.541090416	0.067552643	-0.585637391
b0584	0.101505782	-1.407214902	-1.095138796
b1252	0.182673846	0.515640987	-0.213495868
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b0591	0.49400975	-0.404272974	-0.226588545
b0151	0.344107743	0.288741731	-0.712071984
b0152	0.218822871	0.21030778	-0.394271804
b0153	0.135068649	-0.280180925	-0.963751918
b4367	0.06925815	0.653854772	-0.059177712
b4367	0.06925815	0.653854772	-0.059177712
b4367	0.06925815	0.653854772	-0.059177712
b0150	0.243818018	0.283140589	-0.929092876
b1252	0.182673846	0.515640987	-0.213495868
b3005	0.351235761	0.162168647	-0.929169701
b3006	0.13014834	0.354009583	-0.631932714
b0123	0.237846822	-0.867439267	-1.201941438
b3336	-0.008642622	0.720544407	0.799474404
b4209	-0.151479406	0.002323498	0.154054496
b2481	-1.772060792	0.11616434	0.509770055
b2482	-1.204522691	0.170164658	0.566706855
b2483	-1.146414365	-0.110743095	-0.410708726
b2484	-1.454335259	-0.107604287	-0.02062644
b2485	-0.744855998	-0.232594178	0.120558892
b2486	-0.868696996	0.524432327	0.852277725
b2487	-0.407088077	0.36349034	0.293562189
b2488	-0.620513874	-0.131862622	0.172798299
b2489	-0.719946015	0.450406915	0.57654078
b2490	-0.702581728	0.073779575	0.581812784
b2719	-0.253003344	-0.054116827	0.071604334
b2720	-0.591628314	0.184615692	0.344717131
b2721	-0.50449051	-0.017592159	-0.651163571
b2722	-0.137613062	-0.427195446	-2.058248143
b2723	0.011348342	-0.249876505	-2.066178608
b2724	0.017832466	-0.226556186	-2.239787534
b4079	0.565574195	-0.039683627	-1.123646228
b0684	0.345539111	0.012953778	-0.328309188
b2895	0.140818633	-0.275125845	-0.588490322
b3924	0.082387472	-0.490766565	-0.338533753
b2763	-1.010985061	0.540785694	3.527076269
b2764	-0.714163647	0.158109509	2.495524522
b3844	0.123613653	0.00868441	-0.313835174
b3844	0.123613653	0.00868441	-0.313835174
b0025	0.300602175	0.432105128	0.185680597
b0937	-0.800143901	-0.068296726	0.70133099
b3844	0.123613653	0.00868441	-0.313835174
b0937	-0.800143901	-0.068296726	0.70133099
b2763	-1.010985061	0.540785694	3.527076269
b2764	-0.714163647	0.158109509	2.495524522
b3844	0.123613653	0.00868441	-0.313835174
b1985	-0.424169247	0.893728595	1.152934241
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2912	0.058231881	0.154193002	-0.393450499
b2374	-0.614233328	0.03706616	0.579405305
b0904	0.22446377	0.270038083	-0.164998148
b2492	-0.58566191	0.494039523	0.49840476
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
