short_codes,Time (s),values,strain,experiment_IDs
Y39,9490.875,17237.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,10083.321,13094.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,10675.768,12899.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,11268.25,13491.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,11860.696,13565.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,12453.143,13742.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,13045.562,14030.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,13638.062,16287.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,14230.509,19145.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,14822.946,14648.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,15415.402,15235.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,16007.786,15275.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,16600.303,26591.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,17192.768,17947.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,17785.232,29051.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,18377.714,16776.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,18970.17,17881.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,19562.687,23833.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,20155.196,21052.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,20747.598,20145.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,21340.098,25887.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,21932.545,21903.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,22525.0,27022.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,23117.509,29866.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,23709.92,29476.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,24302.411,32556.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,24894.875,31653.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,25487.33,32323.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,26079.777,33161.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,26672.277,34970.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,27264.696,35369.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,27857.152,36655.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,28449.571,38861.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,29042.062,40305.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,29634.527,42373.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,30226.982,44046.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,30819.393,45909.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,31411.812,48848.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,32004.241,51237.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,32596.714,54527.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,33189.134,64984.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,33781.545,69838.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,34373.946,73761.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,34966.437,76632.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,35558.857,78252.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,36151.366,80643.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,36743.83,80358.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,37336.268,81791.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,37928.67,81579.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,38521.178,84232.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,39113.598,83801.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,39706.053,86788.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,40298.5,89144.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,40890.991,93097.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,41483.357,93101.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,42075.83,93009.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,42668.321,91913.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,43260.812,93059.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,43853.259,94864.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,44445.678,96973.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,45038.214,99653.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,45630.625,101196.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,46223.071,105089.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,46815.5,105381.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,47407.964,107114.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,48000.357,107879.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,48592.803,112625.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,49185.205,120860.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,49777.652,128809.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,50370.08,132037.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,50962.509,132646.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,51554.893,135068.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,52147.384,139309.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,52739.759,144994.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,53332.17,151047.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,53924.625,158724.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,54517.045,163304.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,55109.437,155636.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,55701.92,165436.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,56294.321,144335.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,56887.652,172281.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,57479.205,177542.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,58072.446,182723.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,58664.107,187794.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,59257.348,187224.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,59849.027,188086.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,60442.277,189513.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,61033.973,190027.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,61627.134,190689.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,62218.839,190490.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,62812.875,189647.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,63403.714,189479.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,63996.875,187176.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,64588.589,189345.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,65181.562,188440.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,65773.5,187078.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,66366.321,184966.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,66959.214,186490.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,67550.911,186609.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,68143.661,187568.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,68736.491,186512.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,69328.286,184704.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,69921.232,182794.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,70513.143,183599.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,71105.839,183854.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,71698.678,183186.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,72290.491,182626.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,72883.214,182678.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,73476.009,183130.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,74067.928,183591.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,74660.616,181374.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,75253.446,182192.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,75845.295,182799.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,76438.053,181586.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,77030.821,181657.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,77623.5,181347.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,78215.214,182888.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,78812.821,180823.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,79400.214,181857.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,79992.955,179907.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,80585.598,179659.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,81178.295,182537.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,81770.946,179686.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,82362.625,178288.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,82955.402,179905.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,83547.884,179454.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,84140.402,181791.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,84732.92,179554.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,85325.473,182020.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,85918.053,179890.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,86510.321,181038.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,87102.911,179709.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,87695.527,179665.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,88288.875,179055.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,88880.598,180016.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,89473.268,180051.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,90066.33,178719.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,90659.089,181771.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,91251.053,179952.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,91843.902,180886.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,92436.25,180716.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,93028.928,180028.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,93621.455,181697.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,94214.053,179508.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,94806.589,179915.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,95399.652,178785.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,95992.714,180879.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,96584.545,180758.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,97177.17,180538.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y39,97769.696,180800.0,mNeonGreen,r1_ecoli_ACS-r1_pf-5_malt-2_4HB
Y6,1.045,12933.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,597.696,12433.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,1189.571,12652.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,1782.045,12484.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,2374.536,12506.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,2967.053,12301.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,3559.393,12445.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,4151.812,12380.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,4744.214,12001.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,5336.652,12447.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,5929.116,12061.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,6521.545,12053.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,7114.027,11809.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,7706.482,11945.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,8298.964,11881.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,8891.464,11890.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,9483.946,11921.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,10076.393,12015.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,10668.848,11857.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,11261.321,11752.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,11853.777,11887.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,12446.241,11868.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,13038.67,11827.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,13631.17,11710.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,14223.607,11676.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,14816.08,11842.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,15408.527,11899.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,16000.928,11630.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,16593.428,11798.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,17185.884,11707.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,17778.357,11660.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,18370.83,11806.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,18963.295,11729.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,19555.803,11703.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,20148.295,12736.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,20740.741,11749.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,21333.223,12423.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,21925.67,11907.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,22518.143,12169.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,23110.652,12242.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,23703.062,12298.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,24295.562,12378.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,24888.009,12251.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,25480.482,12349.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,26072.937,12433.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,26665.437,13335.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,27257.866,13736.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,27850.321,12855.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,28442.741,18023.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,29035.223,13474.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,29627.705,13193.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,30220.17,16059.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,30812.58,19739.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,31405.018,18495.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,31997.428,20343.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,32589.911,19871.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,33182.339,19409.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,33774.741,20127.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,34367.161,18894.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,34959.652,19578.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,35552.071,19378.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,36144.58,17833.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,36737.045,20071.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,37329.5,20573.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,37921.911,23550.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,38514.42,19359.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,39106.848,20760.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,39699.321,21401.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,40291.777,21818.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,40884.268,21847.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,41476.661,23177.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,42069.161,23584.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,42661.607,24656.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,43254.107,26021.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,43846.562,24691.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,44438.982,26771.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,45031.509,28900.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,45623.937,28634.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,46216.384,28494.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,46808.812,29248.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,47401.259,30886.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,47993.67,31876.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,48586.134,35301.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,49178.536,34554.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,49770.982,35503.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,50363.402,34529.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,50955.848,35968.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,51548.232,38422.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,52140.714,40418.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,52733.098,42704.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,53325.509,47587.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,53917.964,44316.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,54510.384,53775.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,55102.795,48445.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,55695.268,48166.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,56287.678,59445.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,56881.0,56856.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,57472.553,56361.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,58065.803,65224.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,58657.464,63463.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,59250.696,59264.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,59842.375,62980.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,60435.634,66217.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,61027.321,69722.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,61620.491,70297.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,62212.196,72198.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,62806.223,73327.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,63397.062,75482.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,63990.223,76336.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,64581.937,76623.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,65174.911,74205.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,65766.848,73423.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,66359.67,73524.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,66952.571,73473.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,67544.259,75040.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,68137.018,75683.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,68729.839,75434.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,69321.643,75237.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,69914.58,77049.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,70506.491,77734.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,71099.187,77877.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,71692.036,77437.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,72283.848,77700.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,72876.562,76797.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,73469.357,76755.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,74061.277,76282.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,74653.964,76575.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,75246.795,75259.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,75838.643,77307.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,76431.402,76023.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,77024.17,76617.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,77616.857,76878.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,78208.571,77377.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,78801.321,77807.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,79393.562,77109.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,79986.303,78743.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
Y6,80578.955,77783.0,mNeonGreen,r1_ecoli_mRuby-r1_pf-5_malt
